작성일,제목,조회수
2025-04-23,2025년 서경대학교 대학안전관리 계획,11258
2025-04-23,[학생상담센터] 성북구 마음건강을 위한 설문조사 이벤트 안내(생명의전화종합사회복지관 주최),12797
2025-04-22,2025학년도 하계계절학기 학점교류대학 수강신청 안내(수시 업데이트),13242
2025-04-22,2025년 1학기 이공대학 고위험 연구실 연구활동종사자 특수건강검진 실시 안내,14167
2025-04-21,[캠퍼스타운] ICT 기술융합세미나,6259
2025-04-21,2025년 청년밥상 장학생 모집 안내(우양재단),13071
2025-04-21,2025학년도 자기 탐색 검사 도구  상담 신청 안내,313078
2025-04-21,학칙 등 일부개정안 사전 공고,13800
2025-04-18,[대학혁신] 2025학년도 1학기 S-T 교수법 연구모임 안내,14275
2025-04-18,[캠퍼스타운] ICT 기술융합세미나,7111
2025-04-18,"2025 블루크로스 골든타임봉사단, 골든타임SNS봉사단 모집 안내",13947
2025-04-18,2025년 8월말 퇴직교원 정부포상 대상자 사전공개,13179
2025-04-17,[FYP필수] 2025학년도 1학기  SKU공연맛보기 모집 공고,13655
2025-04-17,2025학년도 1학기 중간 강의평가 시행 안내,10790
2025-04-17,2025학년도 1학기 전반기 정기 연구실 안전교육 온라인 과정 실시 안내,13141
2025-04-17,2025년 제주특별자치도 학자금 대출 신용회복 지원사업 홍보(제주특별자치도),7039
2025-04-17,2025학년도 1학기 학사일정 변경안내,204452
2025-04-17,[학술정보관] 5월 DBpia 이용교육 실시 안내,4248
2025-04-16,2025학년도 1학기 중간고사 및 공휴일 보강안내,5449
2025-04-16,2025학년도 서경대학교 대학혁신지원사업 「서경대학교 점퍼 디자인 공모전」 결과 발표,115260
2025-04-16,2025학년도 1학기 K-디지털 기초역량훈련 프로그램 신청 안내,140653
2025-04-16,2025년 파란사다리 1유형 참가자 모집 공고,4900
2025-04-15,2025학년도 국가우수(이공계) 재학 중 우수자(2년 지원) 장학생 선발(한국장학재단),4636
2025-04-15,2025학년도 1학기 국가근로장학금 일반유형 추가신청기간 안내(한국장학재단),5344
2025-04-15,2025년 1학기 안산시 대학생 본인부담 등록금 반값지원 홍보(안산인재육성재단),12734
2025-04-15,2025년 독립유공자 후손 장학금 선발안내(서울장학재단),3809
2025-04-14,행정안전부 재난안전데이터 공유플랫폼 안내 및 홍보,3694
2025-04-14,2025년 미래도약 장학지원 사업 시행 안내(광진복지재단),4044
2025-04-14,[学术情报馆] 2025学年第一学期学术情报馆奖学金公知事项,4471
2025-04-14,2025학년도 하계방학 취업연계중점대학 근로학생 모집안내,161596
2025-04-14,[학술정보관] 2025학년도 1학기 학업지원장학금 안내,12674
2025-04-11,2025년 서경대학교 학생예비군 기본훈련 1차 일정 안내,15344
2025-04-11,2025학년도 S-L Supporters 모집 안내,4127
2025-04-10,"25년 캠퍼스타운 크라우드펀딩 마케팅 교육 ""같은 예산으로 10배의 성장을 만들어내는 마케팅 플레이북""",4425
2025-04-10,[FYP필수]2025학년도 신입생의 역량분석검사 안내 공고,15148
2025-04-10,2025학년도 S-T Consulting 안내,4376
2025-04-10,대학 정문 부분 철거작업 (유담관쪽 보행로 통제),4891
2025-04-09,2025학년도 푸른등대 삼성 기부장학금  신청 안내 (사회적 배려계층 지원 유형),6863
2025-04-09,2차 희망 전공 수요조사 실시 안내,4
2025-04-08,산불 예방 및 행동요령,4434
2025-04-08,"2025 맥쿼리 청년리더 양성프로그램 모집(맥쿼리, 초록우산)",7646
2025-04-07,NH콕서포터즈 4기 모집 안내,12827
2025-04-07,[학술정보관] 2025학년도 1학기 중간고사 기간 중 자유열람실 24시간 개방 안내,11956
2025-04-07,2025년도 KEC과학교육재단 산학장학생 선발 안내,6886
2025-04-04,2025년 스타벅스 청년인재 11기 모집 안내,12569
2025-04-03,[학술정보관] 4월 DBpia 이용교육 실시 안내,13770
2025-04-03,[대플]2025학년도 1학기 서경대학교 졸업생 특화 프로그램,49775
2025-04-02,[대학혁신] 2025학년도 S-Learning Clinic 1학기  학습컨설팅 안내,13566
2025-04-01,"2025학년도 정기 모의토익 - 1회차 신청 안내(미래융합1,2 및 자유전공학부 신입생만 해당)",3
2025-04-01,"2025-1 S-L 서경튜터링, 스터디클럽, 교수와 함께하는 학습연구모임 선발팀 공고 및 오리엔테이션 안내",14083
2025-04-01,[입찰공고]서경대학교 2025학년도 교직원 맞춤형 복지 단체상해보험 가입 사업자 선정,4125
2025-03-31,"졸업요건(외국어졸업요건,비교과인증) 폐지 안내",32223
2025-03-31,2025학년도 S-T 나눔 : 사례 공유 프로그램 안내,9727
2025-03-31,[FYP]2025학년도 1학기 전문가와의 만남 추가모집 공고,8601
2025-03-31,서경대학교 학칙 일부개정학칙의 공포,4552
2025-03-28,2025학년도 1학기 학부 재학생 등록금 추가 납부 안내,5587
2025-03-27,[학술정보관] 2025년 4월 이달의 영화 상영 안내,12784
2025-03-27,[대학혁신] 2025학년도 학생상담센터 4월 집단프로그램 안내,5459
2025-03-27,"""산불로 인한 특별재난지역""에 대한 예비군훈련 면제 지침 안내(추가)",13703
2025-03-26,2025 블루크로스 농촌의료봉사단 모집_성산장기려기념사업회 블루크로스의료봉사단 안내,6487
2025-03-25,"[해외취업] 2025년도 해외취업연수사업 3기 예비자과정(설명회, 특강, 멘토링 등) 신청 안내",129837
2025-03-25,[해외취업] 2025년도 해외취업연수사업 3기 미국 물류 대기업 FNS 온라인 채용 설명회 안내,5929
2025-03-25,[해외취업] 2025년도 해외취업연수사업 3기 연수생 모집 안내,126061
2025-03-25,[창의산학교육원] 비교과 서포터즈 추가 모집 (~4/4),5575
2025-03-25,2025년도 (재)인천인재평생교육진흥원 상반기 장학생 선발 홍보,5060
2025-03-25,2025년 우양재단 자매애 장학생 모집(모자가정 여성 가장의 딸),12260
2025-03-25,2025학년도 신입생 실태조사 실시 안내,252317
2025-03-25,25학년도 2학기 캐나다 MUN(Memorial University of Newfoundland)대학교 교환학생 모집 공고,6612
2025-03-24,2025학년도 하계방학 취업연계중점대학 근로기관 모집안내,167758
2025-03-24,2025학년도 미래융합 1 · 2 자유전공학부 가이드북 배포 안내,3
2025-03-24,2025년 인문100년 및 예술체육비전 신규장학생 선발 안내,7596
2025-03-24,[학술정보관] DBpia 논문작성특강 이용교육 안내,11062
2025-03-24,2025학년도 취업연계중점대학 & 현장실습학기제 설명회 개최 안내,54366
2025-03-24,[FYP] 2025학년도 1학기 콘텐츠 퍼스널 블랜딩하기,14270
2025-03-21,학칙 일부개정안 사전 공고,5751
2025-03-20,[학술정보관] 논문통계분석 라이브 특강 안내,13589
2025-03-20,한국교양기초교육원  「2025년  통합과학 온라인 교육 플랫폼」 이용 안내,11824
2025-03-20,성북마을미디어지원센터 시설 체험 프로그램 「우리 센터에 놀러와」 안내,4718
2025-03-20,2025년 맑고 향기롭게 제6기 대학 장학생 선발,4895
2025-03-20,2025년 제4회 서울대공원 학생정원 작품공모 안내,4515
2025-03-20,체육학과 학생 성북구보건소 MOVE 서포터즈 모집 안내,4751
2025-03-19,2025학년도 1학기  S-L 스터디클럽 모집 공고,5708
2025-03-19,대학생 홍보대사 모집 안내(한국장학재단),4649
2025-03-18,2025년 상반기 익산시 대학생 학자금 대출이자 지원 홍보,4750
2025-03-18,2025년도 (재)구미시장학재단 장학생 선발계획 공고,4650
2025-03-18,2025학년도 1학기  교수와 함께하는 학습연구모임 모집 공고,13521
2025-03-17,[대학혁신]2025학년도 1학기  S-L 서경튜터링 모집 공고,14070
2025-03-17,2025년 1학기 동소문행복기숙사 상시 모집 공고,5709
2025-03-17,2025학년도 1학기 S-L 러닝업 학습컨설팅 운영 안내,4881
2025-03-17,[FYP]2025학년도 1학기  전문가와의 만남 모집 공고,6292
2025-03-17,[FYP]2025학년도 1학기  전공탄탄프로젝트 모집 공고,7957
2025-03-17,[대학혁신] 2025학년도 1학기 S-T 좋은수업 만들기 프로젝트 안내,14514
2025-03-17,"2025학년도 FYP포인트제도 안내(미래융합학부1·2, 자유전공학부 신입생 필독)",4
2025-03-17,2025학년도 봄 김장봉사 프로그램 봉사자 모집 공고,13958
2025-03-17,[대플]2025학년도 1학기 서경인 진로 잡(JOB)는 날 프로그램 신청 안내,173453
2025-03-14,서경대학교 관리원(환경미화) 채용 공고,267992
2025-03-14,[대플] 2025학년도 1학기 기업 및 직무분석 가이드,217828
2025-03-14,2025학년도 1학기 학부 재학생 등록금 추가 납부 안내(분납신청종료),253910
2025-03-14,2025년도 상반기 봄내장학생 선발공고(춘천시민장학재단),4612
2025-03-13,2025년 상반기 군산시 대학생 학자금 이자 지원사업 홍보(군산시),4577
2025-03-13,ScienceDirect 온라인 이용교육 실시 안내,5234
2025-03-13,[창의산학교육원]홈페이지 오픈 안내,4854
2025-03-13,서경대학교 직원 및 전임상담사 채용 공고[대학혁신지원사업],278671
2025-03-13,2025학년도 1학기 서경대학교 비전임 교원 추가 초빙 공고,245903
2025-03-12,2025년도 (재)대구동구교육재단 장학생 선발 안내(대구동구교육재단),4718
2025-03-12,2025년 청춘 Start장학금 신청 안내(서울장학재단),9942
2025-03-12,2025학년도 1학기 커리어 코드 분석 나만의 진로 알고리즘 만들기  [E-Disc 진로설계워크숍],235153
2025-03-12,2025년 제1차 서울시 학자금대출이자 지원 사업 신청자 모집(서울특별시),4767
2025-03-11,2025년도 상반기 울산연구원 장학생 선발 안내,4738
2025-03-11,[대플] 2025학년도 1학기 게이미피케이션 진로 방 탈출 프로그램,143193
2025-03-11,[학술정보관] 2025학년도 1학기 학술정보관 신입생 이용교육 실시 안내,5293
2025-03-11,[창의산학교육원]비교과 프로그램 알림제,4972
2025-03-10,2025년 (재)논산시장학회 학업장려 장학생 선발 알림,4662
2025-03-10,2025학년도 서경대학교 대학혁신지원사업  「서경대학교 점퍼 디자인 공모전」 개최 안내,169163
2025-03-10,[창의산학교육원] 서포터즈 추가 모집 (~3/21) 연장!,4717
2025-03-10,서경대학교 청년문화콘텐츠기획단 13기 단원 모집 공고문,4899
2025-03-10,2025년 서울희망대학진로 장학금 장학생 선발 공고(서울장학재단),4916
2025-03-10,2025년 1학기 국가장학금 신청자 가구원 동의 안내(한국장학재단),7216
2025-03-10,2025학년도 1학기 2차(최종) 폐강 교과목 안내,6803
2025-03-10,2025년 서울희망 공익인재 장학금 장학생 선발 홍보(서울장학재단),7359
2025-03-07,[대학혁신] 2025학년도  Co-working space 2 공간 이용 안내,6236
2025-03-07,학과통합 관련학과(부) 학적변동 신청 안내,4516
2025-03-05,2025학년도 1학기 수강 철회 안내,11149
2025-03-05,[대학혁신] 2025학년도 학생상담센터 1:1 개인상담 및 심리검사 신청 안내,4663
2025-03-05,2025년 1학기 고졸 후 학습자 장학금 신규 신청(한국장학재단),4922
2025-03-04,2025학년도 1학기 서경엘리트(글로벌인재)장학금 신청,13164
2025-03-04,"2025학년도 1학기 보훈장학금, 새터민장학금 신청",4906
2025-03-04,2025학년도 1학기 서경CREOS장학금(희망플러스)신청,4857
2025-03-04,2025학년도 1학기 서경CREOS장학금(해피하우스) 신청,12887
2025-03-04,2025학년도 1학기 형제장학금 신청,5031
2025-03-04,[2025학년도 풀잎봉사단 2기 단원 모집],4935
2025-03-04,추가모집 [대학혁신]2025학년도 1학기 진로동아리 신청 안내,81849
2025-03-04,추가모집) [대학혁신]2025학년도 1학기 취업동아리 신청 안내,83245
2025-03-04,FYP 선배자문단 멘토링 신청 방법 안내,13627
2025-03-04,2025학년도 1학기 사회봉사(1) 교과목 신청 안내,5281
2025-03-04,2025학년도 1학기 사회봉사활동 관련 재정지원 프로그램,4593
2025-03-04,2025년 장학금 신청안내,13085
2025-02-28,2025학년도 천원의 아침밥 운영 안내,13996
2025-02-27,2025학년도 1학기 학부 재학생 등록금 분할납부 추가 신청 안내,65892
2025-02-27,2025학년도 1학기 학부 재학생 등록금 추가 납부 안내,64822
2025-02-27,2025학년도 1학기 주거안정지원장학금 자체 선발기준 안내,5019
2025-02-27,서경대학교 학칙 일부개정 공포,4823
2025-02-27,2025년 상반기 제주특별자치도 학자금 대출 이자 지원(제주특별자치도),4348
2025-02-27,2025학년도 1학기 1차 폐강교과목 안내,6711
2025-02-26,2025년 우아한 사장님 자녀(외식업주 자녀) 장학금 지원 장학생 모집 공고문,4717
2025-02-26,"2025학년도 신입생,재학생,편입생 학생증 체크카드 발급 안내",364199
2025-02-25,서경대학교 관리원(환경미화) 채용 공고,256040
2025-02-24,[학술정보관]2025학년도 1학기 교내근로장학생 모집 안내,9431
2025-02-24,제 23기 전기 삼원 지헌 장학생 선발 안내(지헌장학재단),4757
2025-02-24,[대플]서경포탈 온라인 및 모바일 진로ㆍ취업상담 신청 방법,378061
2025-02-21,[대학혁신] S-Teaching LAB 연구 결과 공유,5074
2025-02-21,2025학년도 1학기 신입생 및 편입생 수강신청 관련사항 안내,13035
2025-02-21,서경대학교 직원 채용 공고 [대학혁신지원사업],33389
2025-02-19,2025년도 플라톤 아카데미 장학생 모집 홍보,4852
2025-02-18,[창의산학교육원] 늘봄학교 대학생 봉사자 모집,14127
2025-02-18,25학년도 1학기 학생 생활관 입주대상자 발표(신/편입생),63577
2025-02-18,2025-1학기 학생과 근로장학생(북악관 교통통제) 선발 (마감),5119
2025-02-17,추가신청_2025학년도 1학기 국가근로장학생 신청 (행정부서 및 교외기관),9736
2025-02-17,2025학년도 교양교육과정 안내(전 학번 적용),15396
2025-02-17,[대플] 제75회 전기 학위수여식 EVENT - 졸업후에도 대플이랑 취업까지 함께해요!,33066
2025-02-14,25학년도 1학기 학생 생활관 입주대상자 발표(재학생),66856
2025-02-14,[대학혁신]2024학년도 S-Learning Contest(Best Lecture Sharing) 수상자 발표,5405
2025-02-14,2025학년도 1학기 교양 수상스키(GE2203)/서핑(GE2209) 교과목 집중수업 안내,6283
2025-02-14,2024학년도 전기(2025년 2월) 졸업일정 안내,8333
2025-02-14,학칙 일부개정안 사전 공고,4829
2025-02-12,[ 입 찰 공 고 ] 서경대학교 복합기 렌탈 사업자 선정,3442
2025-02-12,"2025학년도 1학기 전과, 재입학 발표안내",5249
2025-02-11,2025년도 (재)강서구장학회 지역사회기여 장학생 선발 안내,4411
2025-02-11,2025학년도 1학기 대체재수강 교과목 안내,5846
2025-02-11,2025학년도 1학기 교양과목 이수면제 안내,13465
2025-02-11,2025년도 학군사관66·67기 모집안내,211127
2025-02-11,25-1차 군 가산복무 지원금 지급대상자(부사관) 모집계획 안내,4915
2025-02-10,2025년 1학기 폐강 관련 사항 안내,6908
2025-02-10,2025학년도 1학기 장바구니 신청 및  수강신청 안내 (시간표 수시 업데이트),40166
2025-02-10,2025학년도 1학기 ‘World English1’ 선수강대상자 분반 편성 안내,6595
2025-02-10,2025학년도 1학기 산업체연계형캡스톤디자인 교과목 신청 안내문,4659
2025-02-10,2025학년도 1학기 교내행정부서 및 교외기관 국가근로장학생 선발 및 교내신청서 제출 안내,6120
2025-02-07,2024학년도 2학기 우수강의 교원 안내,4917
2025-02-07,2025학년도 교양필수 교육과정 개편 안내 (2024학번까지 적용),14972
2025-02-07,2025학년도 1학기 성적우수장학생 선발,8518
2025-02-07,강서구장학회 2025년 지역사회기여 장학생 선발 안내,4407
2025-02-07,[ 입 찰 공 고 ] 서경대학교 엘리베이터 유지보수 사업자 선정,3376
2025-02-07,[ 입 찰 공 고 ] 서경대학교 2025학년도 군사학과 신입생 제복 제작 사업자 선정,3554
2025-02-06,2025학년도 1학기 학부 재학생 등록금 분할납부 안내,75457
2025-02-06,"2025학년도 1학기 학부 재학생 등록금 납부 안내(재입학, 복학포함) (2월14일부터 고지서확인)",77687
2025-02-05,2025학년도 1학기 강사채용 합격자 발표,5100
2025-02-05,2025학년도 1학기 강의교수 초빙 합격자 발표,4833
2025-02-05,서경대학교 직원 및 연구원 채용 공고 [대학혁신지원사업],61023
2025-02-04,2024 제 75회 전기 학위수여식 학사복 대여 실수요조사,13790
2025-02-03,2025학년도 성보장학회 장학생 선발 안내,5417
2025-02-03,인천국제공항공사와 사단법인 점프가 함께하는 인천공항 가치점프 5기 장학샘 모집,4614
2025-02-03,(수정)단전으로 인한 서비스 중단 안내,4931
2025-02-03,2025학년도 1학기 수업계획서 입력 안내,12302
2025-01-24,서경대학교 직원(사서직) 채용 공고,86337
2025-01-24,2025학년도 1학기 서경대학교 비전임 교원 추가 초빙 공고,91053
2025-01-24,2025년 시립용산노인종합복지관 세대통합 프로그램 대학생 참여자 모집 안내,5168
2025-01-24,2025년 1학기 주거안정장학금 신청 안내(한국장학재단 신설 장학금),5887
2025-01-24,[대플] SKU 대학일자리플러스본부 수기공모전 수상자 발표,4913
2025-01-24,2025년 1학기 2차 국가장학금 신청기간 안내(한국장학재단),13885
2025-01-23,2025년 1학기 동소문행복기숙사 정기입주생 모집 공고,14077
2025-01-23,2025학년도 1학기 생활관 선발 모집 공고(신/편입생),73520
2025-01-23,2025학년도 1학기 생활관 선발 모집 공고(재학생),71335
2025-01-22,[대플]2025학년도 진로 ⬝ 취업 인식 및 수요조사 이벤트,121464
2025-01-22,2025년도 재병역판정검사 본인선택 홍보,4952
2025-01-22,청년정책 통합플랫폼 「온통청년」 안내,5041
2025-01-22,2025년 사천시시설관리공단 SNS 서포터즈 모집 공고,4843
2025-01-22,제3기 개인정보보호위원회 대학생기자단 모집 홍보,4536
2025-01-22,"북악관 변압기 교체작업(북악관,본관,문예관 전체 단전) (수정)",5144
2025-01-22,2025년 시립강동청소년센터 대학생 자원지도자 '한가람' 모집 안내,5162
2025-01-21,일반 상환 학자금대출 프리워크아웃 제도 안내(한국장학재단),4655
2025-01-21,특별상환 유예대출 신청 안내(한국장학재단),4434
2025-01-21,2024학년도 동계계절학기 최종성적발표 안내,4742
2025-01-20,2025학년 전기(2025년 2월) 졸업예정자 학사학위취득유예등록금 납부 안내,12036
2025-01-20,2025학년도 1학기 면학A(기초생활수급자)장학금 신청,7663
2025-01-20,2025년 상반기 ICT 학점연계 프로젝트 인턴십 참여학생 모집 안내,87421
2025-01-17,2025학년도 1학기 교수 초빙 재공고,15081
2025-01-17,<제20기 지방시대 대학생 서포터즈>모집 안내,4761
2025-01-17,2025년 「도봉구 청년 사회첫출발 지원금」  안내,5421
2025-01-17,<2025년 탄소중립 실천 공모전> 홍보 안내,6990
2025-01-16,2025학년도 1학기 표준 현장실습학기제 학생 2차 모집안내,100440
2025-01-16,2025 대구오페라하우스 오펀스튜디오 오디션 홍보,4786
2025-01-16,송파구자원봉사센터 홍보서포터즈 모집,4980
2025-01-16,[ 입 찰 공 고 ] [긴급]서경대학교 2025학년도 온라인홍보 대행기관 사업자 선정,3321
2025-01-16,2025년 대학 신입생 대상 금융특강 신청 접수 안내,4837
2025-01-16,2024학년도 동계계절학기 성적처리 일정안내,4588
2025-01-15,[대학혁신]2024학년도 2학기 학생상담센터 학습부진자 대상 지원 프로그램 안내,5084
2025-01-15,[대학혁신]2024학년도 2학기 학생상담센터 학사경고자 대상 지원프로그램 안내,5295
2025-01-14,2024학년도 2학기 Dream Explore(학사경고자)프로그램 운영,6487
2025-01-14,[대학혁신]2024학년도 서경대학교  Best Lecture Sharing 공모전 안내,6434
2025-01-14,2025학년도 1학기 학점교류대학 수강신청 안내(수시 업데이트),6985
2025-01-14,2025년 이응노의 집 창작스튜디오 8기 입주작가 공개모집 홍보,4734
2025-01-14,24년 하반기 발생 울산광역시 대학(원)생 학자금대출 이자지원 안내(울산광역시),4714
2025-01-14,[대학혁신] 『7개 대학 연합 2024 대학혁신지원사업 우수사례 성과포럼』 개최 안내,5231
2025-01-14,2025년 제주특별자치도 상반기 학자금 대출이자 지원 사업,4463
2025-01-14,제 5회 연세 인문학 캠프 홍보 안내,4738
2025-01-14,국민권익위원회 「2025 청백리포터」 모집,5069
2025-01-14,2025 '진로멘토단 FM 19.3' 대학생 멘토 모집 홍보 요청,4699
2025-01-14,<2025 미국 북셰어 온라인도서관 자료이용 지원> 신청 안내,4707
2025-01-13,서경대학교 직원(계약직) 채용 공고,54583
2025-01-13,[대학혁신]2024학년도 S-Learning Contest(프레젠테이션 뽐내기) 수상자 발표,4941
2025-01-10,2024학년도 2학기 최종성적발표 안내,7531
2025-01-10,국민권익위원회 '2030 자문단' 모집,4564
2025-01-10,학교 밖 청소년 학습지도 멘토모집,4768
2025-01-09,2024학년도 교양교육과정 만족도/수요도 조사 안내(기간연장),5240
2025-01-09,2025학년도 학생예비군 전입신고 안내,415828
2025-01-09,2025년 상반기 경기도 대학(원)생 학자금 대출이자 지원(경기도청),4738
2025-01-09,서경대학교 관리원(환경미화) 채용 공고,57472
2025-01-07,「2025 공공기관 채용정보박람회」 장애인 채용상담부스 운영안내,4941
2025-01-07,2024학년도 전기(2025년 2월) 졸업예정자 학사학위취득유예 안내,6746
2025-01-07,2025학년도 1학기  부·복수·융합전공 신청 안내,6428
2025-01-07,2025학년도 1학기 재입학 안내,4931
2025-01-07,2025학년도 1학기 전과 신청 안내,7768
2025-01-07,2025학년도 1학기 휴학 및 복학 신청 안내,118788
2025-01-07,2025년 1학기 1차 농촌출신대학생 학자금대출 신청(한국장학재단),4767
2025-01-07,청년공간 동선이음 1월 운영 프로그램 안내,4702
2025-01-06,[대학혁신] 교수 역량 강화를 위한 특강 '공감과 소통을 위한 상담기법',4975
2025-01-06,"예비군 훈련자율일정 선택, 휴일 및 전국단위 훈련 신청 안내",7638
2025-01-06,[대학혁신] 2024학년도 9-10차 S-Teaching Academy 안내,4800
2025-01-06,2024학년도 동계 계절학기 중간/기말고사 안내,5327
2025-01-06,"청년바다마을 조성 설계아이디어 공모전(해양수산부,귀어귀촌종합센터)",4888
2025-01-03,2025 EY한영+JA Korea Growth to Professional 사업계획 경연대회 참가학생 모집,5194
2025-01-03,[ 입 찰 공 고 ] 서경대학교 본관 교수연구실 기자재(회의테이블 외) 구입,3441
2025-01-03,의정부시 대표!(제5기 의정부시청소년환경위원회) 환경대외활동 참가자 모집!,4767
2025-01-03,[대학혁신]Speak Your Heart' 학생상담센터 프로그램 체험수기 공모전 수상자 발표,4964
2025-01-03,[대학혁신] 2024학년도 학생상담센터 겨울방학 집단 프로그램 안내,4953
2025-01-03,2025년도 1학기 학자금대출 안내(한국장학재단),15936
2025-01-03,2025학년도 1학기 서경대학교 비전임 교수 초빙공고,97089
2024-12-30,2025년 서울런 멘토단 모집 안내,13860
2024-12-30,2024학년도 2학기 기말 강의평가 시행 안내,5743
2024-12-30,2025년도 신규장학생 추천의뢰(한국지도자육성장학재단),4540
2024-12-30,2024학년도 2학기 서경엘리트(대회수상)장학금 신청,5313
2024-12-27,[대학혁신] 학생참여형 혁신교양교육과정 연구회 선정 결과 발표,4992
2024-12-27,[대학혁신] 2024학년도 신규 교양교과목 아이디어 공모제 수상자 발표,5433
2024-12-27,[대학혁신] 2024 내 인생을 바꾼 교양교과목 수기 공모제 수상자 발표,5208
2024-12-27,2025년 1학기 푸른등대 기부장학금 신규장학생 선발 안내,4877
2024-12-27,2024학년도 동계 방학 진로 · 취업 상담 신청,149127
2024-12-27,각 군 현역병 모집일정('25년 1월) 안내,4974
2024-12-26,2025학년도 1학기 비전임교원 강의교수 초빙 공고,56703
2024-12-26,2025학년도 1학기 강사채용공고,64290
2024-12-24,제 29회 (재)부산진구장학회 일반장학생 선발계획 안내,4816
2024-12-24,2025학년도 1학기 농림축산식품부(청년창업농장학금) 장학생 선발 안내,4833
2024-12-24,[대학혁신] 2024학년도 7-8차 S-Teaching Academy 안내,14189
2024-12-24,군복무 중 이수 학점인정 신청 안내,6233
2024-12-20,[대학혁신]2024학년도 S-Learning Contest(프레젠테이션 뽐내기) 모집 연장 안내,5131
2024-12-20,서경대학교 관리원(환경미화) 채용 공고,61190
2024-12-20,서경스포렉스 관리원 채용 공고,55888
2024-12-20,[학술정보관]학술세미나실 사용 잠정 중단 안내,4758
2024-12-19,2024학년도 교양교육과정 만족도/수요도 조사 안내,5085
2024-12-18,2025학년도 1학기 교수 초빙 공고,71598
2024-12-18,[대학혁신] 2024학년도 학생상담센터 ‘나의 정체성 컬러를 찾아가는 여행’ 집단 프로그램 안내,4821
2024-12-17,[재공지][대학혁신] 2024학년도 학생상담센터 프로그램 체험수기 공모전 'speak your heart' 기간 연장,5224
2024-12-17,2024학년도 동계방학 생활관 신규 선발 모집공고,5413
2024-12-17,2024학년도 동계 방학 국가 근로 장학생 선발 및 교내 신청서 제출 안내,5173
2024-12-16,2025년 정책기자단 모집,5419
2024-12-16,2025년 서울청년정책네트워크 모집,6389
2024-12-16,2025년 1학기 국가장학금 1차 신청 안내(재공지),5073
2024-12-16,한국장학재단 통학로(통합 학생지원 정보로) 안내,4805
2024-12-13,2025 연구장비분야 전문인력양성과정 교육생 모집,4901
2024-12-13,2024학년도 동계계절학기 수강철회 및 환불 신청안내,5051
2024-12-12,2024학년도 2학기 기말고사 및 공휴일 보강안내,4998
2024-12-12,2024학년도 2학기 학생 생활관 퇴실 공고,11748
2024-12-12,<2024 GNU-SDGs 공모전> 홍보 안내,13377
2024-12-11,[대학혁신] 「2024 학생참여형 혁신교양교육과정 연구회」 공모 안내(기간 연장),5096
2024-12-11,[산학협력단]2024 서경대학교 프로그래밍 대회 수상자 발표,5225
2024-12-11,2025년도 병역판정검사일자 및 장소 본인선택 홍보,4560
2024-12-10,25년도 경기푸른미래관 입사생선발 지원자 모집 안내,5294
2024-12-10,2024학년도 2학기 성적향상장학금 신청,12071
2024-12-10,2025학년도 1학기 성적우수장학생 및 2024학년도 2학기 어학성적향상 장학생 선발 관련 토익성적표 제출 안내,13434
2024-12-09,[학술정보관] 학술정보관+미상 전시 「나를 닮은 동물」 개최 안내,4886
2024-12-09,2024학년도 교수역량진단검사 실시 안내,6945
2024-12-09,2025학년도 1학기 표준 현장실습학기제 학생 모집안내,82835
2024-12-09,2025학년도 1학기 표준 현장실습학기제 실습기관 모집안내,85116
2024-12-09,[학술정보관]2024학년도 2학기 기말고사 기간 중 자유열람실 24시간 개방 안내,5289
2024-12-06,행복 전하는 성북 전광판 이벤트 안내,6052
2024-12-06,APCE 2025 KOREA 경주 디자인 공모전 안내,6098
2024-12-06,제 12기 의약품안전지킴이 모집,5275
2024-12-06,[학술정보관] 2024학년도 동계방학 교내근로장학생 모집 안내,5405
2024-12-05,[학술정보관]2024년 10월 학술정보관 소장 베스트셀러 안내,4538
2024-12-05,[학술정보관] 2024년 9·10월 학술정보관 최다 대출도서 안내,4628
2024-12-05,[대플] 서경대학교 대학일자리플러스가 여러분의 기말고사를 응원합니다!(기말고사 응원 이벤트),56516
2024-12-05,서경스포렉스 관리원 채용 공고,37946
2024-12-05,[대플]<선착순마감> 2024학년도 서경대학교 온라인 현직자 직무클래스,129285
2024-12-05,2024학년도 2학기 성적처리 일정안내,6206
2024-12-05,무인 전자 택배함(철제) 폐쇄 안내,5123
2024-12-04,2025년 한국 중국어과 대학생 중국 어학연수 대상자 선발 신청기간 연장 안내,5193
2024-12-04,<신청 마감> 2024학년도 서경대학교 챗GPT  업무 자동화 교육,43550
2024-12-04,북악관 냉난방기 교체 및 보수작업(일정변경),6037
2024-12-03,[대학혁신] 2024학년도 S-Learning Clinic 2학기  학습컨설팅 안내,5114
2024-12-03,2024학년도 동계방학 국가근로장학생 선발 및 교내신청서 제출 안내,6223
2024-12-02,<신청마감> 2024학년도 서경대학교 컴퓨터활용능력 2급 실기 교육,49254
2024-12-02,2024학년도 12월 진로 · 취업 상담 신청,74005
2024-12-02,2024년 서울장학재단 장학생 수기 공모전 개최 안내,5225
2024-12-02,2025년 협성문화재단 신규장학생 선발 계획 안내,4862
2024-12-02,2024학년도 재학생 교육만족도 조사 실시 안내(12/2~12/31),12510
2024-12-02,[학술정보관](2024년 12월) 이달의 영화 상영 안내{일정 취소},5080
2024-12-02,2024학년도 재학생 핵심역량진단 검사 실시 안내(12/2~12/31),4380
